No.,Company,Location_HQ,Region,USState,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,Year,latitude,longitude,month
1485,First Mode,Seattle,Cascadia,Washington,USA,North America,48,16-Jan-24,20,240,192,Transportation,Acquired,9,2024,47.6038321,-122.330062,Jan
1486,Google,Mountain View,San Francisco Bay Area,California,USA,North America,,16-Jan-24,,,,Consumer,Post-IPO,26,2024,37.3893889,-122.0832101,Jan
1487,SonderMind,Denver,other,Colorado,USA,North America,49,16-Jan-24,17,288,239,Healthcare,Series C,183,2024,39.7392364,-104.984862,Jan
1488,Thursday,London,other,England,UK,Europe,,16-Jan-24,70,,,Consumer,Seed,3,2024,51.4893335,-0.144055085,Jan
1489,Sirplus,Berlin,other,Berlin,Germany,Europe,60,17-Jan-24,,,,Food,Seed,,2024,52.5170365,13.3888599,Jan
1490,YouTube,San Bruno,San Francisco Bay Area,California,USA,North America,100,17-Jan-24,,,,Media,Acquired,11,2024,37.6248536,-122.4145986,Jan
1491,Amazon,Seattle,Cascadia,Washington,USA,North America,30,18-Jan-24,,,,Retail,Post-IPO,108,2024,47.6038321,-122.330062,Jan
1492,Fashinza,New York City,other,New York,USA,North America,,18-Jan-24,,,,Retail,Unknown,153,2024,40.7127281,-74.0060152,Jan
1493,Stitch Fix,Dallas,other,Texas,USA,North America,,18-Jan-24,,,,Retail,Post-IPO,79,2024,32.7762719,-96.7968559,Jan
1494,Wayfair,Boston,other,Massachusetts,USA,North America,1650,19-Jan-24,13,12692,11042,Retail,Post-IPO,2,2024,42.3554334,-71.060511,Jan
1495,SolarEdge,Tel Aviv,other,non,Israel,Asia,900,21-Jan-24,16,5625,4725,Energy,Post-IPO,155,2024,32.0852997,34.7818064,Jan
1496,2U,Washington DC,other,District of Columbia,USA,North America,,22-Jan-24,,,,Education,Post-IPO,426,2024,38.8950368,-77.0365427,Jan
1497,Google,Mountain View,San Francisco Bay Area,California,USA,North America,,22-Jan-24,,,,Consumer,Post-IPO,26,2024,37.3893889,-122.0832101,Jan
1498,Riot Gaming,Los Angeles,other,California,USA,North America,530,22-Jan-24,11,4818,4288,Consumer,Acquired,21,2024,34.0536909,-118.242766,Jan
1499,TikTok,Los Angeles,other,California,USA,North America,60,22-Jan-24,,,,Entertainment Providers,Acquired,,2024,34.0536909,-118.242766,Jan
1500,Xendit,Jakarta,other,non,Indonesia,Asia,200,22-Jan-24,,,,Finance,Series D,534,2024,-6.175247,106.8270488,Jan
1501,Brex,San Francisco,San Francisco Bay Area,California,USA,North America,282,23-Jan-24,20,1410,1128,Finance,Series D,2,2024,37.7792588,-122.4193286,Jan
1502,Cure.fit,Bengaluru,other,Karnataka,India,Asia,120,23-Jan-24,,,,Fitness,Series F,625,2024,12.98815675,77.62260004,Jan
1503,eBay,San Francisco,San Francisco Bay Area,California,USA,North America,1000,23-Jan-24,9,11111,10111,e-commerce,Post-IPO,1,2024,37.7792588,-122.4193286,Jan
1504,GoStudent,Vienna,other,non,Austria,Europe,100,23-Jan-24,,,,Education,Series D,686,2024,48.2083537,16.3725042,Jan
1505,GoTo,Boston,other,Massachusetts,USA,North America,29,23-Jan-24,,,,Other,Acquired,2,2024,42.3554334,-71.060511,Jan
1506,SAP,Walldorf,other,Baden-Würtemberg,Germany,Europe,8000,23-Jan-24,7,114286,106286,Other,Post-IPO,1,2024,49.3038134,8.6433518,Jan
1507,Seedr,London,other,England,UK,Europe,15,23-Jan-24,,,,Finance,Acquired,28,2024,51.4893335,-0.144055085,Jan
1508,Vroom,New York City,other,New York,USA,North America,800,23-Jan-24,90,889,89,Transportation,Post-IPO,1,2024,40.7127281,-74.0060152,Jan
1509,Aurora,Pittsburgh,other,Pennsylvania,USA,North America,,24-Jan-24,3,,,Transportation,Post-IPO,4,2024,40.4416941,-79.9900861,Jan
1510,Desktop Metal,Boston,other,Massachusetts,USA,North America,,24-Jan-24,20,,,Other,Post-IPO,811,2024,42.3554334,-71.060511,Jan
1511,HubSpot,Boston,other,Massachusetts,USA,North America,,24-Jan-24,,,,Marketing,Post-IPO,100,2024,42.3554334,-71.060511,Jan
1512,Personio,Munich,other,Bayern,Germany,Europe,100,24-Jan-24,,,,HR,Series E,724,2024,48.1371079,11.5753822,Jan
1513,Storytel,Stockholm,other,non,Sweden,Europe,80,24-Jan-24,13,615,535,Media,Post-IPO,275,2024,59.3251172,18.0710935,Jan
1514,Amperity,Seattle,Cascadia,Washington,USA,North America,20,25-Jan-24,,,,Marketing,Series D,187,2024,47.6038321,-122.330062,Jan
1515,Business Insider,New York City,other,New York,USA,North America,,25-Jan-24,8,,,Media,Acquired,56,2024,40.7127281,-74.0060152,Jan
1516,Cova,Lagos,other,non,Nigeria,Africa,,25-Jan-24,100,,0,Finance,Unknown,,2024,6.4550575,3.3941795,Jan
1517,Jamf,Minneapolis,other,Minnesota,USA,North America,,25-Jan-24,6,,,Other,Post-IPO,332,2024,44.9772995,-93.2654692,Jan
1518,Microsoft,Seattle,Cascadia,Washington,USA,North America,1900,25-Jan-24,,,,Software Development,Post-IPO,,2024,47.6038321,-122.330062,Jan
1519,MVPindex,Austin,other,Texas,USA,North America,12,25-Jan-24,30,40,28,Marketing,Series B,27,2024,30.2711286,-97.7436995,Jan
1520,Swiggy,Bengaluru,other,Karnataka,India,Asia,400,25-Jan-24,7,5714,5314,Food,Unknown,4,2024,12.98815675,77.62260004,Jan
1521,Veho,Boulder,other,Colorado,USA,North America,65,25-Jan-24,19,342,277,Logistics,Series B,299,2024,40.0149856,-105.270545,Jan
1522,Flexport,San Francisco,San Francisco Bay Area,California,USA,North America,,26-Jan-24,20,,,Logistics,Series E,2,2024,37.7792588,-122.4193286,Jan
1523,Productboard,San Francisco,San Francisco Bay Area,California,USA,North America,,26-Jan-24,,,,Product,Series D,,2024,37.7792588,-122.4193286,Jan
1524,Salesforce,San Francisco,San Francisco Bay Area,California,USA,North America,700,26-Jan-24,1,70000,69300,Sales,Post-IPO,65,2024,37.7792588,-122.4193286,Jan
1525,DispatchHealth,Denver,other,Colorado,USA,North America,88,29-Jan-24,,,,Healthcare,Series E,733,2024,39.7392364,-104.984862,Jan
1526,iRobot,Boston,other,Massachusetts,USA,North America,350,29-Jan-24,31,1129,779,Consumer,Post-IPO,30,2024,42.3554334,-71.060511,Jan
1527,Loopio,Toronto,other,Ontario,Canada,North America,,29-Jan-24,6,,,Sales,Private Equity,263,2024,43.6534817,-79.3839347,Jan
1528,Aurora Solar,San Francisco,San Francisco Bay Area,California,USA,North America,111,30-Jan-24,20,555,444,Energy,Series D,523,2024,37.7792588,-122.4193286,Jan
1529,Block,San Francisco,San Francisco Bay Area,California,USA,North America,1000,30-Jan-24,10,10000,9000,Finance,Post-IPO,150,2024,37.7792588,-122.4193286,Jan
1530,Kiwi.com,Brno,other,non,Czech Republic,Europe,216,30-Jan-24,18,1200,984,Travel,Unknown,107,2024,49.1922443,16.6113382,Jan
1531,Noom,New York City,other,New York,USA,North America,,30-Jan-24,,,,Fitness,Series F,657,2024,40.7127281,-74.0060152,Jan
1532,PayPal,San Jose,San Francisco Bay Area,California,USA,North America,2500,30-Jan-24,9,27778,25278,Finance,Post-IPO,216,2024,37.3361663,-121.890591,Jan
1533,Procore,Santa Barbara,other,California,USA,North America,,30-Jan-24,4,,,Construction,Post-IPO,654,2024,34.4221319,-119.702667,Jan
1534,TechCrunch,San Francisco,San Francisco Bay Area,California,USA,North America,7,30-Jan-24,,,,Media,Acquired,,2024,37.7792588,-122.4193286,Jan
1535,Vipps,Vilnius,other,non,Lithuania,Europe,,30-Jan-24,,,,Finance,Unknown,,2024,54.6870458,25.2829111,Jan
1536,Wattpad,Toronto,other,Ontario,Canada,North America,20,30-Jan-24,10,200,180,Media,Acquired,117,2024,43.6534817,-79.3839347,Jan
1537,CircleCI,San Francisco,San Francisco Bay Area,California,USA,North America,100,31-Jan-24,,,,Product,Series F,315,2024,37.7792588,-122.4193286,Jan
1538,Innoviz,Tel Aviv,other,non,Israel,Asia,60,31-Jan-24,13,462,402,Transportation,Post-IPO,547,2024,32.0852997,34.7818064,Jan
1539,Proofpoint,Sunnyvale,San Francisco Bay Area,California,USA,North America,280,31-Jan-24,6,4667,4387,Security,Acquired,885,2024,37.3688301,-122.036349,Jan
1540,The Messenger,Miami,other,Florida,USA,North America,,31-Jan-24,100,,0,Media,Unknown,,2024,25.7741728,-80.19362,Jan
1541,Thinx,New York City,other,New York,USA,North America,95,31-Jan-24,,,,Retail,Acquired,26,2024,40.7127281,-74.0060152,Jan
1542,Trove Recommerce,Brisbane,other,Queensland,Australia,Oceana,130,31-Jan-24,,,,Retail,Series E,152,2024,-27.4689682,153.0234991,Jan
1543,Zuora,Redwood City,San Francisco Bay Area,California,USA,North America,,31-Jan-24,8,,,Finance,Post-IPO,647,2024,37.4863239,-122.232523,Jan
1544,Illumina,San Diego,other,California,USA,North America,111,01-Feb-24,,,,Healthcare,Post-IPO,28,2024,32.7174202,-117.162772,Feb
1545,Indigo,Boston,other,Massachusetts,USA,North America,,01-Feb-24,,,,Other,Series F,1,2024,42.3554334,-71.060511,Feb
1546,Okta,San Francisco,San Francisco Bay Area,California,USA,North America,400,01-Feb-24,7,5714,5314,Security,Post-IPO,1,2024,37.7792588,-122.4193286,Feb
1547,Polygon,Cayman Islands,other,non,Cayman Islands,North America,60,01-Feb-24,19,316,256,Crypto,Unknown,451,2024,19.70318225,-79.91746272,Feb
1548,Zoom,San Jose,San Francisco Bay Area,California,USA,North America,150,01-Feb-24,2,7500,7350,Other,Post-IPO,276,2024,37.3361663,-121.890591,Feb
1549,Cake Bikes,Stockholm,other,non,Sweden,Europe,,02-Feb-24,100,,0,Transportation,Unknown,74,2024,59.3251172,18.0710935,Feb
1550,Cue Health,San Diego,other,California,USA,North America,245,02-Feb-24,30,817,572,Healthcare,Post-IPO,899,2024,32.7174202,-117.162772,Feb
1551,Small Robot Computer,Salisbury,other,England,UK,Europe,,02-Feb-24,100,,0,Food,Unknown,10,2024,51.0690613,-1.7954134,Feb
1552,Top Hat,Toronto,other,Ontario,Canada,North America,35,02-Feb-24,7,500,465,Education,Series E,234,2024,43.6534817,-79.3839347,Feb
1553,Twig,London,other,England,UK,Europe,,02-Feb-24,100,,0,Finance,Unknown,41,2024,51.4893335,-0.144055085,Feb
1554,Astrate Medical,Philadelphia,other,Pennsylvania,USA,North America,,05-Feb-24,100,,0,Healthcare,Series A,13,2024,39.9527237,-75.1635262,Feb
1555,BillGO,Fort Collins,other,Colorado,USA,North America,80,05-Feb-24,,,,Finance,Series B,119,2024,40.5871782,-105.0770113,Feb
1556,Drizly,Boston,other,Massachusetts,USA,North America,168,05-Feb-24,100,168,0,Retail,Acquired,119,2024,42.3554334,-71.060511,Feb
1557,Impact.com,Los Angeles,other,California,USA,North America,40,05-Feb-24,3,1333,1293,Sales,Private Equity,361,2024,34.0536909,-118.242766,Feb
1558,Meetup,New York City,other,New York,USA,North America,,05-Feb-24,,,,Consumer,Acquired,18,2024,40.7127281,-74.0060152,Feb
1559,Muvin,Bengaluru,other,Karnataka,India,Asia,,05-Feb-24,100,,0,Finance,Seed,4,2024,12.98815675,77.62260004,Feb
1560,Nomad Health,New York City,other,New York,USA,North America,,05-Feb-24,,,,Healthcare,Unknown,218,2024,40.7127281,-74.0060152,Feb
1561,Snap,Los Angeles,other,California,USA,North America,500,05-Feb-24,10,5000,4500,Consumer,Post-IPO,5,2024,34.0536909,-118.242766,Feb
1562,Zwift,Los Angeles,other,California,USA,North America,,05-Feb-24,,,,Fitness,Series C,619,2024,34.0536909,-118.242766,Feb
1563,Amazon,Seattle,Cascadia,Washington,USA,North America,400,06-Feb-24,,,,Retail,Post-IPO,108,2024,47.6038321,-122.330062,Feb
1564,DocuSign,San Francisco,San Francisco Bay Area,California,USA,North America,440,06-Feb-24,6,7333,6893,Sales,Post-IPO,536,2024,37.7792588,-122.4193286,Feb
1565,Glowforge,Seattle,Cascadia,Washington,USA,North America,,06-Feb-24,,,,Manufacturing,Series E,133,2024,47.6038321,-122.330062,Feb
1566,Fireblocks,New York City,other,New York,USA,North America,20,07-Feb-24,3,667,647,Crypto,Series E,1,2024,40.7127281,-74.0060152,Feb
1567,Grammarly,San Francisco,San Francisco Bay Area,California,USA,North America,230,07-Feb-24,,,,Consumer,Unknown,400,2024,37.7792588,-122.4193286,Feb
1568,Tenable,Baltimore,other,Maryland,USA,North America,,07-Feb-24,5,,,Security,Post-IPO,565,2024,39.2908816,-76.610759,Feb
1569,Workfellow,Espoo,other,non,Finland,Europe,,07-Feb-24,100,,0,HR,Seed,3,2024,60.2047672,24.6568435,Feb
1570,Getaround,San Francisco,San Francisco Bay Area,California,USA,North America,,08-Feb-24,30,,,Transportation,Post-IPO,948,2024,37.7792588,-122.4193286,Feb
1571,Journera,Chicago,other,Illinois,USA,North America,,08-Feb-24,100,,0,Travel,Series B,31,2024,41.8755616,-87.6244212,Feb
1572,Otovo,Oslo,other,non,Norway,Europe,65,08-Feb-24,15,433,368,Energy,Post-IPO,247,2024,59.9133301,10.7389701,Feb
1573,Pure Storage,Santa Clara,San Francisco Bay Area,California,USA,North America,275,08-Feb-24,,,,Data,Post-IPO,529,2024,37.354107,-121.955238,Feb
1574,BlissClub,Bengaluru,other,Karnataka,India,Asia,21,09-Feb-24,18,117,96,Retail,Series A,20,2024,12.98815675,77.62260004,Feb
1575,Kandji,San Diego,other,California,USA,North America,,09-Feb-24,,,,Other,Series C,188,2024,32.7174202,-117.162772,Feb
1576,Licious,Bengaluru,other,Karnataka,India,Asia,80,09-Feb-24,3,2667,2587,Food,Series F,490,2024,12.98815675,77.62260004,Feb
1577,SiriusXM,New York City,other,New York,USA,North America,160,12-Feb-24,3,5333,5173,Media,Post-IPO,525,2024,40.7127281,-74.0060152,Feb
1578,Everybuddy,Tel Aviv,other,non,Israel,Asia,,13-Feb-24,100,,0,Consumer,Series A,15,2024,32.0852997,34.7818064,Feb
1579,Impinj,Seattle,Cascadia,Washington,USA,North America,50,13-Feb-24,10,500,450,Other,Post-IPO,137,2024,47.6038321,-122.330062,Feb
1580,Instacart,San Francisco,San Francisco Bay Area,California,USA,North America,250,13-Feb-24,7,3571,3321,Food,Post-IPO,3,2024,37.7792588,-122.4193286,Feb
1581,Mozilla,San Francisco,San Francisco Bay Area,California,USA,North America,60,13-Feb-24,5,1200,1140,Consumer,Unknown,2,2024,37.7792588,-122.4193286,Feb
1582,Popcore,Berlin,other,Berlin,Germany,Europe,,13-Feb-24,,,,Consumer,Acquired,,2024,52.5170365,13.3888599,Feb
1583,Riskified,New York City,other,New York,USA,North America,40,13-Feb-24,6,667,627,Retail,Post-IPO,229,2024,40.7127281,-74.0060152,Feb
1584,Wisense,Tel Aviv,other,non,Israel,Asia,,13-Feb-24,100,,0,Transportation,Unknown,37,2024,32.0852997,34.7818064,Feb
1585,Away,New York City,other,New York,USA,North America,,14-Feb-24,25,,,Retail,Series D,181,2024,40.7127281,-74.0060152,Feb
1586,Cisco,San Jose,San Francisco Bay Area,California,USA,North America,4250,14-Feb-24,5,85000,80750,Infrastructure,Post-IPO,2,2024,37.3361663,-121.890591,Feb
1587,Wint Wealth,Nashik,other,Maharashtra,India,Asia,19,14-Feb-24,20,95,76,Finance,Series A,16,2024,20.0112475,73.7902364,Feb
1588,CodeSee,San Francisco,San Francisco Bay Area,California,USA,North America,,15-Feb-24,100,,0,Data,Seed,10,2024,37.7792588,-122.4193286,Feb
1589,Gro Intelligence,New York City,other,New York,USA,North America,20,15-Feb-24,10,200,180,Food,Series B,118,2024,40.7127281,-74.0060152,Feb
1590,May Mobility,Ann Arbor,other,Michigan,USA,North America,,15-Feb-24,13,,,Transportation,Series D,303,2024,42.2813722,-83.7484616,Feb
1591,Sonder,San Francisco,San Francisco Bay Area,California,USA,North America,106,15-Feb-24,17,623,517,Travel,Post-IPO,839,2024,37.7792588,-122.4193286,Feb
1592,Storytel,Stockholm,other,non,Sweden,Europe,80,15-Feb-24,13,615,535,Consumer,Post-IPO,312,2024,59.3251172,18.0710935,Feb
1593,Toast,Boston,other,Massachusetts,USA,North America,550,15-Feb-24,10,5500,4950,Food,Post-IPO,962,2024,42.3554334,-71.060511,Feb
1594,Farfetch,London,other,England,UK,Europe,2000,16-Feb-24,25,8000,6000,Retail,Acquired,2,2024,51.4893335,-0.144055085,Feb
1595,Voi,Stockholm,other,non,Sweden,Europe,120,16-Feb-24,12,1000,880,Transportation,Series D,515,2024,59.3251172,18.0710935,Feb
1596,Aptiv,Krakow,other,non,Poland,Europe,250,20-Feb-24,,,,Transportation,Post-IPO,8,2024,50.0469432,19.99715344,Feb
1597,Auctane,Austin,other,Texas,USA,North America,,20-Feb-24,,,,Retail,Unknown,,2024,30.2711286,-97.7436995,Feb
1598,KnownOrigin,Manchester,other,England,UK,Europe,,20-Feb-24,30,,,Crypto,Acquired,3,2024,53.4794892,-2.2451148,Feb
1599,Meati,Boulder,other,Colorado,USA,North America,,20-Feb-24,30,,,Food,Series C,274,2024,40.0149856,-105.270545,Feb
1600,Tails.com,London,other,England,UK,Europe,55,20-Feb-24,25,220,165,Retail,Series A,5,2024,51.4893335,-0.144055085,Feb
1601,Affirm,Pittsburgh,other,Pennsylvania,USA,North America,60,21-Feb-24,,,,Finance,Post-IPO,2,2024,40.4416941,-79.9900861,Feb
1602,BuzzFeed,New York City,other,New York,USA,North America,,21-Feb-24,16,,,Media,Post-IPO,696,2024,40.7127281,-74.0060152,Feb
1603,Finder,Sydney,other,New South Wales,Australia,Oceana,60,21-Feb-24,17,353,292,Retail,Unknown,30,2024,-33.8698439,151.2082848,Feb
1604,Rivian,Detroit,other,Michigan,USA,North America,,21-Feb-24,10,,,Transportation,Post-IPO,11,2024,42.3315509,-83.0466403,Feb
1605,Vice Media,New York City,other,New York,USA,North America,,22-Feb-24,,,,Media,Unknown,2,2024,40.7127281,-74.0060152,Feb
1606,Carbon Health,San Francisco,San Francisco Bay Area,California,USA,North America,56,23-Feb-24,,,,Healthcare,Series D,522,2024,37.7792588,-122.4193286,Feb
1607,Redesign Health,New York City,other,New York,USA,North America,77,23-Feb-24,,,,Healthcare,Series C,315,2024,40.7127281,-74.0060152,Feb
1608,Daraz,Singapore,other,non,Singapore,Asia,,26-Feb-24,,,,Retail,Unknown,,2024,1.2899175,103.8519072,Feb
1609,Expedia,Seattle,Cascadia,Washington,USA,North America,1500,26-Feb-24,8,18750,17250,Travel,Post-IPO,3,2024,47.6038321,-122.330062,Feb
1610,WayCool,Chennai,other,Tamil Nadu,India,Asia,70,26-Feb-24,,,,Food,Unknown,363,2024,13.0836939,80.270186,Feb
1611,Apple,Cupertino,San Francisco Bay Area,California,USA,North America,,27-Feb-24,,,,Transportation,Post-IPO,1,2024,37.3228934,-122.0322895,Feb
1612,Bumble,Austin,other,Texas,USA,North America,350,27-Feb-24,30,1167,817,Consumer,Post-IPO,313,2024,30.2711286,-97.7436995,Feb
1613,PropertyGuru,Singapore,other,non,Singapore,Asia,79,27-Feb-24,,,,Real Estate,Post-IPO,676,2024,1.2899175,103.8519072,Feb
1614,Sony Interactive,San Mateo,San Francisco Bay Area,California,USA,North America,900,27-Feb-24,8,11250,10350,Consumer,Subsidiary,,2024,37.496904,-122.3330573,Feb
1615,Electronic Arts,Redwood City,San Francisco Bay Area,California,USA,North America,670,28-Feb-24,5,13400,12730,Consumer,Post-IPO,2,2024,37.4863239,-122.232523,Feb
1616,Motional,Boston,other,Massachusetts,USA,North America,,28-Feb-24,5,,,Transportation,Unknown,,2024,42.3554334,-71.060511,Feb
1617,Treasury Prime,San Francisco,San Francisco Bay Area,California,USA,North America,40,28-Feb-24,40,100,60,Finance,Series C,71,2024,37.7792588,-122.4193286,Feb
1618,Vacasa,Portland,Cascadia,Oregon,USA,North America,320,28-Feb-24,5,6400,6080,Travel,Post-IPO,834,2024,45.5202471,-122.674194,Feb
1619,Fisker,Los Angeles,other,California,USA,North America,,29-Feb-24,15,,,Transportation,Post-IPO,2,2024,34.0536909,-118.242766,Feb
1620,Kevin,Vilnius,other,non,Lithuania,Europe,,29-Feb-24,14,,,Finance,Series A,79,2024,54.6870458,25.2829111,Feb
1621,Gro Intelligence,New York City,other,New York,USA,North America,90,01-Mar-24,60,150,60,Food,Series B,118,2024,40.7127281,-74.0060152,Mar
1622,Pristyn Care,Gurugram,other,Haryana,India,Asia,120,01-Mar-24,7,1714,1594,Healthcare,Series E,177,2024,28.4646148,77.0299194,Mar
1623,Project Ronin,San Mateo,San Francisco Bay Area,California,USA,North America,150,01-Mar-24,100,150,0,Healthcare,Unknown,,2024,37.496904,-122.3330573,Mar
1624,Tonik,Singapore,other,non,Singapore,Asia,,01-Mar-24,,,,Finance,Series B,175,2024,1.2899175,103.8519072,Mar
1625,Edgio,Phoenix,other,Arizona,USA,North America,80,04-Mar-24,10,800,720,Infrastructure,Post-IPO,462,2024,33.4484367,-112.074141,Mar
1626,Melio,New York City,other,New York,USA,North America,40,04-Mar-24,7,571,531,Finance,Series D,504,2024,40.7127281,-74.0060152,Mar
1627,Our Next Energy,Detroit,other,Michigan,USA,North America,40,04-Mar-24,13,308,268,Transportation,Series B,390,2024,42.3315509,-83.0466403,Mar
1628,Form Energy,Boston,other,Massachusetts,USA,North America,,05-Mar-24,,,,Energy,Unknown,966,2024,42.3554334,-71.060511,Mar
1629,MessageBird,Amsterdam,other,non,Netherlands,Europe,90,05-Mar-24,20,450,360,Other,Series C,1,2024,52.3730796,4.8924534,Mar
1630,Verbit,New York City,other,New York,USA,North America,,05-Mar-24,,,,Data,Series E,569,2024,40.7127281,-74.0060152,Mar
1631,Meta,Menlo Park,San Francisco Bay Area,California,USA,North America,,06-Mar-24,,,,Consumer,Post-IPO,26,2024,37.4519671,-122.177992,Mar
1632,PlanetScale,San Francisco,San Francisco Bay Area,California,USA,North America,,06-Mar-24,,,,Data,Series C,105,2024,37.7792588,-122.4193286,Mar
